"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg06471744",0.871625,0.886696,0.8761052,0.8696885,0.8871094,0.8719114,0.8635495,0.9158555,0.8776368,0.8936259,0.890537,0.8939386,0.8578011,0.8217368,0.8455205,0.8713909,0.9074133,0.8476567,0.884529,0.8815265,0.8932821,0.8526359,0.8704074,0.8996712,0.8682295,0.8611617,0.870267,0.8488363,0.8811741,0.8863853,0.8607964,0.8277041,0.8866758,0.8986179,0.8625123,0.8566961,0.8814359,0.8936929,0.8810765,0.9145645,0.8921928,0.8859434,0.8627535,0.8895784,0.896006,0.8901346,0.8799824,0.9041222,0.9323492,0.9349853,0.9039873,0.8738704,0.9309042,0.9114377,0.9017784,0.869911,0.9055878,0.8879914,0.88942,0.9046763
"cg17404640",0.921015,0.9400162,0.95262,0.9161437,0.9754897,0.9018099,0.9444324,0.9583574,0.9199697,0.9450761,0.9452532,0.9682811,0.9302574,0.9426621,0.9484306,0.9105565,0.9362392,0.908622,0.9493776,0.9370471,0.9723978,0.9552311,0.9198715,0.9424852,0.9414482,0.93251,0.9416777,0.912587,0.9457794,0.9751702,0.928131,0.9671417,0.9694372,0.9197767,0.933811,0.9407701,0.9099525,0.9529522,0.94668,0.9423428,0.9502591,0.9423642,0.9230702,0.9279312,0.9502855,0.9373739,0.9393804,0.9159424,0.8886849,0.9013313,0.9070114,0.8854909,0.9175895,0.910283,0.9346803,0.9304047,0.918673,0.9017529,0.9275227,0.9041884
"cg16422814",0.9577496,0.9576064,0.9548361,0.9391113,0.9110166,0.9209619,0.9442492,0.9145502,0.9340725,0.9480808,0.9217177,0.9728234,0.9301895,0.921894,0.9315864,0.940682,0.9200997,0.8946121,0.9356015,0.9320902,0.9271966,0.9598859,0.9293686,0.9258574,0.8884771,0.9057158,0.9636831,0.9121018,0.879607,0.9547493,0.9001664,0.9189517,0.9014829,0.9031636,0.9053745,0.8937273,0.9655372,0.9325837,0.9358226,0.9102171,0.9119304,0.9298046,0.9354015,0.9216626,0.9570207,0.9209271,0.923047,0.8636308,0.9647163,0.9498043,0.9747414,0.9668956,0.9372756,0.9615765,0.9012997,0.9153264,0.9227907,0.8928151,0.9017878,0.9590174
"cg25371692",0.013910794,0.015216456,0.010782728,0.015508043,0.009513949,0.013372125,0.011457238,0.005432375,0.010739632,0.008215283,0.010839576,0.012628081,0.006843436,0.01243918,0.010551687,0.02988182,0.014246655,0.010175655,0.008654298,0.023378001,0.006649126,0.005941351,0.010564888,0.010649331,0.014504089,0.010613392,0.023988379,0.012217105,0.023357245,0.011952752,0.013240488,0.012890233,0.020580656,0.00755297,0.010988198,0.01382445,0.009269293,0.010721092,0.020640273,0.007158431,0.012552413,0.011531577,0.002032444,0.017081295,0.005915552,0.010089127,0.011041575,0.020376315,0.008599909,0.029816297,0.140213143,0.032881043,0.056495688,0.01727532,0.010094943,0.074266789,0.014835006,0.008828919,0.013256336,0.001849193
"cg12324831",0.10358082,0.09768024,0.09762105,0.0977828,0.08339901,0.09944203,0.07589994,0.08653011,0.07922128,0.08630445,0.09378276,0.08575558,0.10028577,0.08839439,0.10059362,0.08611361,0.09681792,0.09508099,0.09529368,0.08876563,0.0735627,0.09723391,0.09181102,0.09565055,0.10286945,0.09794912,0.10567363,0.09549839,0.09915364,0.09280183,0.09799824,0.09036267,0.10465009,0.09966031,0.10831633,0.10086632,0.08606688,0.08244427,0.0948667,0.09166322,0.09734935,0.05743014,0.09143014,0.07635945,0.08521266,0.09474363,0.0840458,0.07414492,0.10842197,0.09825682,0.10411926,0.10726322,0.20237486,0.13469488,0.09810114,0.09724547,0.10646783,0.08980846,0.0806141,0.0899838
"cg05692422",0.9776344,0.9760247,0.9797332,0.98251,0.9664798,0.973066,0.9702869,0.9754787,0.978067,0.9822824,0.9778144,0.9812738,0.9642319,0.9558456,0.9624209,0.9631784,0.9700247,0.966912,0.9734226,0.974794,0.9796493,0.9813281,0.9876896,0.9949024,0.9733235,0.9677099,0.9833005,0.9783371,0.9840858,0.9747693,0.9540627,0.9591714,0.955035,0.9786959,0.9649891,0.9700884,0.9758183,0.9774916,0.9822348,0.9805942,0.9851672,0.9882466,0.9583102,0.9720239,0.9698886,0.9799858,0.9739936,0.9884007,0.9529844,0.9553916,0.9564953,0.929214,0.8776658,0.962336,0.968858,0.9493913,0.9617149,0.9395702,0.9586404,0.9547915
"cg01759870",0.9743691,0.96698,0.9631959,0.9741088,0.965525,0.9641013,0.9884051,0.9672453,0.9931295,0.9865068,0.9745832,0.9647526,0.9689632,0.95549,0.9535616,0.9557,0.9333511,0.9357969,0.9898734,0.9868151,0.9824253,0.9749872,0.9856613,0.9908236,0.9904504,0.9930404,0.990263,0.9887348,0.9774355,0.989835,0.9789992,0.9766989,0.9864124,0.9803589,0.9577129,0.9738237,0.9821503,0.9837097,0.9924483,0.9868692,0.9842626,0.9947659,0.9729126,0.9798725,0.9903803,0.9830573,0.9788179,0.9906562,0.9568642,0.9346368,0.9332438,0.9442231,0.9452503,0.9495224,0.98204,0.9545017,0.9780365,0.9726855,0.9589149,0.9835895
"cg01276497",0.9345778,0.915885,0.923198,0.8989681,0.9179273,0.9240515,0.9098842,0.9476819,0.9095432,0.9124324,0.9336034,0.9115694,0.9214015,0.8917383,0.9087063,0.8928533,0.8978457,0.9506835,0.9383185,0.9312277,0.9265444,0.9131381,0.922484,0.9378071,0.9251092,0.9063629,0.9329249,0.9186726,0.9565475,0.9323151,0.9425463,0.9237845,0.9301475,0.9392007,0.9430539,0.9124127,0.9018757,0.947355,0.9179149,0.9231957,0.9210355,0.9311213,0.9139845,0.9255715,0.9206446,0.9238433,0.8897397,0.9317324,0.9037282,0.8793367,0.9032699,0.897347,0.885503,0.8761639,0.9299747,0.9224709,0.9148976,0.8955151,0.9325246,0.955406
"cg27071065",0.9496638,0.940054,0.9496523,0.9393942,0.9111274,0.9178619,0.9446472,0.9358105,0.9334095,0.9551716,0.9395651,0.94075,0.9464337,0.9393503,0.9385195,0.9360931,0.89857,0.9025209,0.9474498,0.9733459,0.9803302,0.9345631,0.9348102,0.9493549,0.9357331,0.9341635,0.9233625,0.9394565,0.9310417,0.9293653,0.9227128,0.9451342,0.9403684,0.9271157,0.9143456,0.9204219,0.9299309,0.9239412,0.942353,0.9344723,0.9443154,0.9621365,0.9521417,0.9214147,0.9131614,0.9428354,0.9240235,0.9491841,0.897771,0.8792778,0.9221322,0.9017775,0.9246348,0.9075234,0.9492187,0.9379635,0.9543893,0.9455916,0.9260535,0.9417138
"cg24787889",0.09298933,0.09541838,0.09843244,0.08372108,0.08994409,0.09687302,0.09589703,0.0876747,0.07388022,0.09436873,0.08983574,0.09419116,0.08898814,0.08282613,0.09453427,0.09249182,0.08648916,0.09621119,0.09381052,0.08780974,0.08356836,0.09987312,0.09186915,0.09822189,0.08213567,0.08408492,0.08919622,0.10721227,0.10466946,0.10137035,0.0826211,0.0920636,0.09796476,0.09423714,0.09163641,0.0975693,0.09053431,0.08904645,0.07994595,0.09874907,0.09880166,0.09185825,0.09033101,0.09151856,0.08443439,0.09578439,0.0927407,0.08636985,0.11498065,0.10878143,0.10890235,0.10778353,0.18638757,0.11579575,0.10279547,0.10205274,0.10408611,0.10150536,0.10373848,0.10215261
"cg19079047",0.4252272,0.4152585,0.4382437,0.434859,0.4410626,0.4528705,0.4427449,0.4305543,0.422967,0.4475766,0.4329615,0.4214527,0.4181367,0.426838,0.4198821,0.4292362,0.4255614,0.4421794,0.4471268,0.4249655,0.4384827,0.4631077,0.4364345,0.4341761,0.4251509,0.4461949,0.440045,0.4351147,0.4287684,0.43021,0.4525398,0.4441991,0.4431922,0.4381407,0.4267736,0.450328,0.4442019,0.4557532,0.4342007,0.449175,0.4380161,0.4352334,0.456978,0.4517403,0.4452008,0.4365132,0.4389164,0.4447499,0.4685531,0.4422051,0.4495704,0.4411139,0.4727219,0.5343342,0.4619202,0.4234583,0.4451204,0.4494122,0.4138442,0.4254712
"cg14462432",0.9609696,0.9592753,0.9576377,0.9744535,0.9731816,0.970269,0.9697191,0.9764962,0.9850124,0.9782457,0.978662,0.9756929,0.9605826,0.9162588,0.9376642,0.9630634,0.954349,0.9623928,0.9792136,0.9720479,0.9835745,0.9837863,0.9846348,0.9878084,0.9690381,0.970605,0.9738896,0.9777681,0.9759178,0.9717581,0.9623106,0.9619118,0.9715214,0.976775,0.9648968,0.9812417,0.9868197,0.9803167,0.978284,0.9854263,0.9862811,0.9853118,0.9698546,0.949076,0.9659785,0.9753256,0.9588519,0.9841537,0.962595,0.9313975,0.9381962,0.9374635,0.9219443,0.9498313,0.9720238,0.964578,0.9601563,0.9658324,0.965699,0.979043
"cg07542558",0.8947093,0.9342726,0.9280604,0.9280874,0.9222779,0.9102334,0.9190207,0.9076584,0.9287652,0.8906506,0.9076998,0.9228784,0.9072871,0.9155487,0.9079187,0.8992534,0.8968613,0.9158705,0.9313189,0.9361926,0.9375266,0.919345,0.9437888,0.9310961,0.927505,0.9080992,0.9158948,0.9369195,0.9218825,0.9245056,0.9312543,0.9293467,0.9041845,0.9070788,0.8950978,0.9192169,0.949757,0.9193294,0.90628,0.9281919,0.9471974,0.9185009,0.9137932,0.9114255,0.8873698,0.9434771,0.9198824,0.9056638,0.9054627,0.8626495,0.8831775,0.8907672,0.8853469,0.9022604,0.9254924,0.8872938,0.9206867,0.9043032,0.928773,0.9067339
"cg20643362",0.08955841,0.07194106,0.07103423,0.0814787,0.07641269,0.0929156,0.08041435,0.06320268,0.07952733,0.05932749,0.07462305,0.08149477,0.07175718,0.0680043,0.05876681,0.0771277,0.04077872,0.06738791,0.0567316,0.055136,0.05489956,0.06422266,0.05491878,0.04771645,0.0830891,0.07621081,0.05175799,0.0723902,0.07138591,0.07592409,0.0726309,0.07112672,0.06095019,0.06433505,0.05552137,0.06808351,0.06704623,0.08436392,0.06897164,0.07307622,0.07091747,0.0491066,0.05116672,0.07669434,0.04912003,0.0618214,0.06169949,0.02692389,0.10813279,0.0926577,0.09134202,0.09136024,0.08694296,0.09167874,0.08851379,0.07398647,0.06526035,0.05771483,0.07383309,0.04547354
"cg14642833",0.05412132,0.06563816,0.06664423,0.03532095,0.06109337,0.05458567,0.04236466,0.09195931,0.04052666,0.04042481,0.0713187,0.05474485,0.05734081,0.04938481,0.06468422,0.08263254,0.07325338,0.06686858,0.06672453,0.06214759,0.05493837,0.05771261,0.07012985,0.05726536,0.08029282,0.05568748,0.04150521,0.04828307,0.05271109,0.05365027,0.06185675,0.08042658,0.05639107,0.06929959,0.08393904,0.04369304,0.05059706,0.05165204,0.05769428,0.05919358,0.05556927,0.04348536,0.09802713,0.05483903,0.07200095,0.04562423,0.05783609,0.06895821,0.07430427,0.08552437,0.10368417,0.14001407,0.04789012,0.07501012,0.09155379,0.05484867,0.05518279,0.06857904,0.06178316,0.07670143
"cg08658009",0.8544589,0.8750438,0.8753951,0.8605291,0.8572239,0.8597499,0.878342,0.8642746,0.8880866,0.8904732,0.8871828,0.8861793,0.8766415,0.8832945,0.8787943,0.8554238,0.8514556,0.8727922,0.8524916,0.8711872,0.8962264,0.8736628,0.8866532,0.874854,0.8447162,0.8499005,0.8588866,0.8696708,0.88605,0.8641683,0.8640979,0.8555452,0.8688278,0.852174,0.8501855,0.8789087,0.8809837,0.8526879,0.8489823,0.88193,0.8718301,0.8894207,0.8457208,0.8426582,0.8545124,0.8632784,0.8706435,0.8720116,0.8989059,0.884932,0.9103652,0.8865104,0.8879927,0.8932348,0.8617474,0.8689806,0.8829536,0.8688686,0.8768458,0.87647
"cg22771904",0.920093,0.9462197,0.95948,0.935971,0.9471874,0.9221767,0.9306172,0.9382626,0.9519656,0.9379979,0.921719,0.951865,0.9251587,0.951869,0.9634777,0.9228122,0.9567477,0.943911,0.967138,0.9460203,0.9416442,0.9511588,0.9620848,0.955089,0.9381073,0.9029691,0.9542407,0.9533427,0.9452563,0.9356269,0.9344434,0.9437011,0.9328702,0.9490962,0.9348704,0.9475858,0.95772,0.9281729,0.944349,0.9376425,0.9405496,0.9536392,0.9508361,0.9415341,0.9530178,0.9191761,0.9582527,0.979197,0.9014236,0.9210381,0.9279426,0.9245108,0.9391919,0.897022,0.9287998,0.9315148,0.9607531,0.9302444,0.9586729,0.9370761
"cg08664247",0.095178386,0.047362817,0.050978163,0.043730873,0.038652767,0.021439004,0.036863974,0.028298299,0.038729119,0.034509831,0.043335122,0.020081127,0.049390997,0.030447011,0.035780866,0.045087479,0.051467503,0.028999199,0.020207733,0.044493866,0.046547764,0.032264632,0.047992639,0.026184416,0.055449118,0.035855926,0.057362804,0.035437175,0.066804448,0.059812117,0.050050195,0.043219538,0.047676171,0.063357176,0.066369577,0.0259379,0.040800971,0.038255587,0.037631178,0.031916252,0.036941303,0.036773568,0.043659368,0.041366601,0.023483326,0.043752391,0.057275066,0.01042024,0.032141393,0.01775465,0.029829838,0.007539742,0.004200821,0.010739692,0.049676325,0.036736507,0.019627444,0.035886891,0.041141578,0.049608376
"cg02025938",0.07740907,0.04919695,0.07506481,0.07560295,0.06903154,0.07144672,0.07267301,0.07198111,0.0337227,0.07512376,0.05287539,0.06002505,0.04194312,0.05359491,0.07178364,0.07867538,0.05589305,0.07591062,0.06700456,0.05975342,0.05598863,0.07930929,0.05266555,0.04383178,0.06376708,0.06773481,0.06474745,0.06141406,0.07413802,0.06447408,0.05982546,0.06792341,0.07233746,0.07005168,0.07878184,0.08165065,0.05870973,0.08078188,0.05729352,0.04999994,0.06941949,0.03815488,0.05949949,0.06279441,0.05696553,0.0542035,0.0626786,0.05925215,0.09886681,0.08516814,0.0724477,0.08972468,0.07969208,0.09535412,0.0698639,0.06423361,0.07219664,0.06132024,0.07944935,0.04439633
"cg01952724",0.10095813,0.09802896,0.10855049,0.08683399,0.09790426,0.10182769,0.09837335,0.09180127,0.0863369,0.09920587,0.10663036,0.09911396,0.0920207,0.09278032,0.10814883,0.09799046,0.09362598,0.1104875,0.09458769,0.09818758,0.0874422,0.10237838,0.10789324,0.11067688,0.08019068,0.09387644,0.10014496,0.09769574,0.11584905,0.10869387,0.09619007,0.09114886,0.09568115,0.11791884,0.10728663,0.10208846,0.08684553,0.09148957,0.10059243,0.10391104,0.1140632,0.09312316,0.09595228,0.09178534,0.08877553,0.1101058,0.09797587,0.09343299,0.12908455,0.12032598,0.12156846,0.12699208,0.11906522,0.11956633,0.11394323,0.10572943,0.11913366,0.11114051,0.10449948,0.1076634
"cg16718999",0.9805439,0.9776387,0.9647409,0.9840652,0.9765979,0.9795988,0.9735551,0.9902976,0.9926322,0.980968,0.9795318,0.9921126,0.9867184,0.9596669,0.9534464,0.948501,0.9494984,0.9659674,0.9923046,0.9867656,0.9935315,0.9805592,0.9937818,0.9938291,0.9933446,0.9937934,0.9769945,0.9842729,0.9860574,0.9917459,0.9897103,0.9871486,0.9830086,0.9929808,0.9818411,0.9896646,0.979596,0.973559,0.9724919,0.9652166,0.970387,0.9767001,0.9912651,0.989524,0.9914935,0.9935984,0.9899103,0.9901787,0.9672563,0.9587906,0.9665311,0.9532335,0.9476036,0.9650328,0.9933168,0.9810898,0.9845671,0.9862274,0.9835603,0.9931873
"cg04436889",0.10017291,0.09412916,0.09991068,0.09149296,0.088828,0.09306474,0.08753952,0.08840445,0.07697303,0.08091673,0.08619404,0.08540127,0.09633047,0.10286566,0.10179071,0.09593844,0.11384101,0.09488796,0.07703951,0.07683174,0.065118,0.08689317,0.08578602,0.08514667,0.08953423,0.07843301,0.08210732,0.08908813,0.0860197,0.07842849,0.0903441,0.07977182,0.09426253,0.09319322,0.09685479,0.09290677,0.0884018,0.0799487,0.08083148,0.08832134,0.09550294,0.06806791,0.07350624,0.08766396,0.08702947,0.09272022,0.09115736,0.08013832,0.11657107,0.10851817,0.11042217,0.11583727,0.11049826,0.09928141,0.09502255,0.0892251,0.08880985,0.082909,0.09249716,0.08225627
"cg17405908",0.0788438,0.07209952,0.06121321,0.06944474,0.06964691,0.05515113,0.0649602,0.0613085,0.04922929,0.06650193,0.07017203,0.06517238,0.06479064,0.07558467,0.05573736,0.06856338,0.0642675,0.06456694,0.0643825,0.05995075,0.04031494,0.07604547,0.06776448,0.06807341,0.06996672,0.06519158,0.08085694,0.06275349,0.07465611,0.0682067,0.0618285,0.06548624,0.06436531,0.0755464,0.06643285,0.07282802,0.05958192,0.06873319,0.05473793,0.05840336,0.06585897,0.04770402,0.074553,0.0656984,0.05611218,0.07164963,0.07717057,0.0580721,0.08317477,0.09134997,0.08848911,0.08953362,0.08522421,0.09475165,0.07061391,0.07904233,0.06470069,0.08364197,0.0786684,0.07777561
"cg23811057",0.08215495,0.07894491,0.08415969,0.08212843,0.07283719,0.074688,0.07091561,0.07493829,0.057469,0.06392321,0.07991482,0.07761573,0.08384481,0.08428176,0.08402635,0.08225321,0.08111334,0.09362388,0.07459785,0.07615307,0.07150821,0.07674718,0.08717814,0.09991858,0.0562397,0.07117317,0.06834102,0.07310605,0.07405636,0.07111708,0.05644929,0.06701693,0.06871481,0.07124479,0.07631588,0.08197273,0.06013273,0.06599134,0.06158797,0.06686832,0.07133998,0.06691288,0.06385969,0.06529343,0.06884788,0.08572696,0.0740273,0.0549145,0.09594201,0.09546578,0.09695777,0.09865062,0.09200456,0.09928531,0.07318033,0.07806917,0.08632886,0.07824578,0.08518682,0.08497505
"cg20310071",0.08783775,0.08168686,0.08830452,0.09298804,0.09711554,0.09039217,0.09783207,0.08667643,0.08312815,0.0849145,0.08842599,0.09236959,0.10605806,0.10313026,0.09441001,0.07888605,0.09144945,0.09453242,0.08400218,0.0961755,0.07269921,0.08872531,0.09979124,0.08700464,0.07707965,0.08407275,0.07102818,0.09336083,0.09232057,0.08992199,0.08787842,0.08735221,0.10636399,0.09582213,0.09354978,0.10092913,0.09496915,0.10165975,0.07741061,0.08990125,0.10368673,0.07119169,0.09103454,0.09020696,0.08763788,0.09787437,0.10709333,0.08499832,0.13498544,0.11662993,0.10649242,0.10465336,0.11020348,0.10470612,0.09193063,0.1021256,0.0930326,0.0984229,0.0939534,0.11326271
"cg06911282",0.04275688,0.05203287,0.03739455,0.05511032,0.06716304,0.07222468,0.04564433,0.05256796,0.04762723,0.06270287,0.04796247,0.05104518,0.05473594,0.06808044,0.06335308,0.05793495,0.05291573,0.05343712,0.05222729,0.05690688,0.05111511,0.05660947,0.04673515,0.0612704,0.03981228,0.04103017,0.05238299,0.05461526,0.05776619,0.06677186,0.04271591,0.03895904,0.04914821,0.05834355,0.05816073,0.0494019,0.06155311,0.05017115,0.06265532,0.07072685,0.05608273,0.04591652,0.0541793,0.04296218,0.05582768,0.06939093,0.07100525,0.0483422,0.09835408,0.08562951,0.05875671,0.08197904,0.07045503,0.06049659,0.04906019,0.05445694,0.06221022,0.05912991,0.0549141,0.06802609
"cg14200635",0.08993068,0.09586002,0.0932373,0.09072878,0.09841077,0.09103594,0.08891969,0.09204602,0.08172326,0.09453743,0.10427156,0.08943508,0.08375544,0.08700977,0.08955486,0.09347077,0.09548548,0.10573065,0.09226351,0.08485188,0.07919663,0.10410422,0.09305189,0.10484116,0.08458727,0.08724024,0.08189239,0.09457549,0.09506679,0.10191795,0.09799379,0.08413078,0.08928028,0.09387259,0.1070167,0.09642179,0.0847834,0.08137894,0.07990187,0.09330402,0.10051538,0.08619107,0.08860403,0.0866604,0.09090183,0.1016841,0.09384662,0.08687062,0.10910809,0.11457172,0.12086503,0.11585638,0.10619297,0.12115159,0.10613474,0.1078209,0.10321875,0.10499019,0.1092012,0.1069451
"cg09244754",0.09893119,0.10567854,0.12208005,0.10686822,0.10966759,0.10819061,0.10438073,0.10342746,0.09583072,0.11792713,0.11015612,0.10696676,0.09384045,0.09970084,0.11205656,0.10614247,0.10593754,0.10734439,0.10740706,0.10314259,0.09937236,0.11092264,0.10748636,0.10598566,0.09525816,0.09336155,0.10188249,0.11585409,0.11495765,0.11138721,0.09853079,0.10408342,0.11111882,0.11666921,0.1142606,0.11071597,0.11761269,0.10074047,0.10453767,0.10976103,0.1101622,0.1090548,0.10315796,0.09500349,0.0998781,0.11334333,0.10514648,0.10162924,0.13208805,0.13173673,0.12942256,0.11957357,0.12406528,0.1271856,0.11717169,0.11593615,0.11833489,0.11653065,0.11328078,0.12350463
"cg08951907",0.08301933,0.09349784,0.08597018,0.08885951,0.09143642,0.09502753,0.08399791,0.08831378,0.08334517,0.09310865,0.08960146,0.0834231,0.09092405,0.08765697,0.08613093,0.07789391,0.08930217,0.10062233,0.08252453,0.08696701,0.0768415,0.09011906,0.08896808,0.09539153,0.0784058,0.08661274,0.08813617,0.09214825,0.09314335,0.09027259,0.08275059,0.09271552,0.08725933,0.09416445,0.08802349,0.08999541,0.08004521,0.08548501,0.07873681,0.08784019,0.08923154,0.07778574,0.08213868,0.08516172,0.08450186,0.09863067,0.09093744,0.08964682,0.11023172,0.10808965,0.10781545,0.11205083,0.10370142,0.1105359,0.09909587,0.10125106,0.10766126,0.09767655,0.10353529,0.09775649
"ch.1.2344685R",0.03054993,0.02277911,0.03217605,0.03817611,0.03059704,0.03678985,0.04412104,0.03925522,0.04995517,0.04118084,0.04965656,0.03664402,0.04176221,0.05246677,0.03126908,0.02927545,0.04449778,0.02565286,0.03339665,0.03140044,0.03795959,0.04057126,0.03383511,0.02670303,0.02989306,0.03488957,0.02987321,0.03749303,0.02183547,0.03467897,0.04011845,0.03624893,0.04233085,0.0440118,0.04743439,0.05701189,0.02367653,0.02583622,0.02404653,0.04239818,0.0232691,0.02007331,0.02629276,0.04189945,0.04273642,0.03157502,0.03523208,0.02158574,0.04076939,0.04572785,0.05450937,0.06188072,0.0602911,0.06666595,0.03290142,0.04087668,0.04063955,0.03462918,0.04072549,0.04378641
"cg07432687",0.0553106,0.06392177,0.06631577,0.07970511,0.06146563,0.05914107,0.05332821,0.05604289,0.02575316,0.06399291,0.05056894,0.06405445,0.07022785,0.04862771,0.05358896,0.06225265,0.05853472,0.07155567,0.05479201,0.06300364,0.04579105,0.06989186,0.06874099,0.06465103,0.04048798,0.05659269,0.04307994,0.05723365,0.0783694,0.05743054,0.05384977,0.05693375,0.03880697,0.06713626,0.06696968,0.05627131,0.05605763,0.05945441,0.05277396,0.05113452,0.05718295,0.03545472,0.05798884,0.05888636,0.0522154,0.06975129,0.06042462,0.04967473,0.07090097,0.07436169,0.07436829,0.08576285,0.0696089,0.08120412,0.05487284,0.05044953,0.0483964,0.06202198,0.05315492,0.05007327
"cg11471939",0.06625762,0.06277404,0.06819447,0.06960267,0.07486205,0.0865081,0.07592158,0.07317194,0.05917672,0.06806061,0.07437359,0.08308984,0.05854677,0.07068076,0.06775393,0.07757068,0.06871541,0.08157077,0.06052923,0.0789285,0.05967093,0.08125009,0.06875951,0.09904576,0.06549629,0.06878014,0.06943621,0.08533605,0.08367375,0.07145792,0.06582828,0.06416025,0.06631797,0.07595542,0.06924295,0.0726667,0.0621463,0.07149685,0.06693108,0.08182089,0.07567508,0.04989451,0.08083294,0.07420845,0.07341966,0.07207653,0.07502149,0.07106184,0.09361081,0.08205917,0.08780901,0.10170358,0.08952792,0.0927974,0.08521833,0.06768717,0.08196991,0.08805654,0.07805245,0.07685968
"cg18464896",0.0362586855,0.0386543602,0.0322196989,0.0397605305,0,0.0204413761,0.0239514702,0.0245109449,0.0199040835,0.0350042379,0.0056856696,0.0069500385,0,0.0191831213,0.0035330211,0,0.008218343,0.0159939358,0,0,0.0293330547,0.0098410446,0.0240038192,0,0.0227973074,0.0319095713,0.0210181692,0.0090142171,0.0143530549,0.0307928086,0.018678863,0,0.0132710167,0,0.0449018276,0.0285462969,0.0104765697,0.0087258456,0.0144568748,0.0034628223,0.0178526334,0.0109585669,0.0110687275,0.0122003353,0.0085379411,0.0217263004,0.0001893863,0,0.0435748481,0.0400822757,0.02222939,0.0401497611,0.0203100267,0.0306125004,0.0040097218,0,0.0085447545,0.0079224899,0.0023600441,0.0025480129
"cg21887597",0.08854963,0.09952315,0.10545813,0.09984126,0.10433535,0.1013518,0.09531642,0.09431803,0.0861862,0.10344065,0.09886107,0.09929049,0.09852739,0.09566078,0.10199092,0.09725457,0.09615597,0.09714139,0.09602103,0.09316805,0.08738186,0.10873948,0.10052764,0.10749809,0.0884485,0.09488764,0.10451188,0.1012444,0.10145508,0.09614734,0.10215008,0.10636691,0.10555196,0.10116415,0.09947988,0.10457699,0.0892236,0.10654414,0.08584543,0.10655245,0.10745886,0.09060724,0.09576031,0.09647885,0.09745703,0.11221954,0.10321518,0.09165646,0.12637549,0.11764201,0.1088165,0.11986094,0.11791035,0.12075846,0.10913862,0.11127982,0.11675407,0.11296865,0.10338029,0.10725912
"cg08649954",0.06299537,0.07762307,0.06643234,0.05128363,0.04948527,0.06142646,0.03928718,0.0534297,0.05828886,0.04537532,0.06770596,0.06597784,0.01687417,0.05474332,0.06661262,0.05740961,0.05809713,0.06081056,0.07887303,0.06137464,0.04390096,0.04838879,0.05486657,0.0457101,0.07132611,0.06481325,0.07001045,0.06052476,0.0723756,0.06195245,0.06851031,0.03591584,0.06595671,0.0708189,0.06097922,0.06825681,0.05308428,0.03822446,0.0615049,0.05214892,0.05440809,0.03896367,0.06809804,0.06039792,0.05959919,0.06965391,0.06630227,0.04357698,0.04608838,0.03021114,0.03311579,0.05596781,0.0401541,0.03315165,0.05071103,0.0693804,0.07050954,0.06270691,0.05174341,0.0423384
"cg17239876",0.9647797,0.9748085,0.9724468,0.9655658,0.9882783,0.9838209,0.9759659,0.9700998,0.9848653,0.9773001,0.9669407,0.9817308,0.9570721,0.9704902,0.9620753,0.9745236,0.9683687,0.9730898,0.9719408,0.9693317,0.9664798,0.9745628,0.982829,0.9801012,0.9547563,0.974689,0.9835599,0.9791565,0.9731901,0.9695921,0.9766217,0.9770882,0.9763402,0.9851052,0.9746222,0.9766621,0.980639,0.9873298,0.9820234,0.971962,0.9919024,0.9822289,0.9714447,0.9484083,0.9764258,0.9845858,0.9715567,0.9867705,0.9910349,0.9486163,0.9542586,0.9366092,0.96361,0.9455972,0.9672263,0.9705334,0.9736852,0.9699937,0.9900973,0.9694749
"cg00630453",0.0699155,0.054197,0.06849348,0.05187525,0.0522086,0.06678351,0.06172972,0.05295357,0.03746952,0.06362464,0.05911382,0.05271945,0.05799625,0.06859259,0.06111375,0.05562025,0.06262919,0.05689928,0.06569315,0.05629356,0.04598853,0.07032943,0.05897075,0.05512487,0.05912101,0.0634266,0.06797004,0.06781957,0.07315828,0.04614356,0.07075016,0.06080609,0.06882068,0.06168912,0.06540399,0.07083066,0.05347769,0.05588291,0.06411661,0.063885,0.0601559,0.04680919,0.05622695,0.05814317,0.05603129,0.05279097,0.05725206,0.06035147,0.05778982,0.07267451,0.06615553,0.07811045,0.10276401,0.09093211,0.06205438,0.06036737,0.06364251,0.06242632,0.06739296,0.06209197
